Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-02-19,8:31,WELFARE CHECK,WELFARE CHECK,LI KA SHING,37.873201,-122.265172,NA
2019-02-19,10:27,WELFARE CHECK,CHECK WELFARE- 911 CALL,CALVIN LAB,37.871042,-122.253736,NA
2019-02-19,10:40,PEDESTRIAN STOP,SUSPECT STOP,FIELDING FIELD,37.882707,-122.303909,NA
2019-02-19,11:22,TRAFFIC STOP,TRAFFIC STOP,CHANNING/FULTON,37.866043,-122.265648,NA
2019-02-19,12:05,LARCENY/THEFT,PETTY THEFT -REPORT,GENETICS & PLANT BIOLOGY,37.873456,-122.26471,"REPORT OF A PETTY THEFT JUST PRIOR TO TIME OF REPORT WITH THE VICTIM RECOVERING THEIR PROPERTY. A SUSPECT WAS CONTACTED, BUT THE WITNESS WAS UNABLE TO ID."
2019-02-19,12:46,BURGLARY,BURGLARY -REPORT,LOWER SPROUL GARAGE,37.868756,-122.26053,"(MAA-E) BURGLARY TO EDUC TECH SERV GEM CART, LOWER SPROUL GARAGE"
2019-02-19,13:01,LARCENY/THEFT,PETTY THEFT -REPORT,REC SPRT FAC,37.868572,-122.262722,"(MA-21-S) REPORTS THE THEFT OF HIS WALLET, RSF. LOSS: $100"
2019-02-19,13:29,MOTOR VEHICLE THEFT,VEHICLE THEFT -REPORT,UCPD,37.869286,-122.258614,"(MB-36-E) REPORTS THEFT/RECOVERY OF A UC GREEN EZ GO GOLF CART, EDWARDS TRACK."
2019-02-19,13:29,WELFARE CHECK,CHECK WELFARE- 911 CALL,HAAS PAVILION,37.869557,-122.262235,NA
2019-02-19,14:07,PEDESTRIAN STOP,SUSPECT STOP,FIELDING FIELD,37.882707,-122.303909,NA
2019-02-19,15:23,WELFARE CHECK,CHECK WELFARE- 911 CALL,AQUATIC CENTER,37.867879,-122.265141,NA
2019-02-19,15:29,OTHER ASSAULTS,BATTERY,UPPER SPROUL PLAZA,37.869556,-122.259337,"(MW-26-O) VICTIM OF BATTERY VIA PUNCH, UPPER SPROUL PLAZA."
2019-02-19,15:33,SUSPICIOUS EVENT,SUSPICIOUS PACKAGE,UCPD,37.869286,-122.258614,"SUSPICIOUS PACKAGE, UCPD, PROVED OKAY."
2019-02-19,15:53,LARCENY/THEFT,PETTY THEFT -REPORT,MLK,37.869249,-122.25967,"(FH-18-S) REPORTS THEFT OF HER UC STUDENT ID, 2ND FLOOR MLK, LOSS: $30."
2019-02-19,16:07,PEDESTRIAN STOP,SUSPECT STOP,2505 TELEGRAPH AVE,37.814585,-122.268623,NA
2019-02-19,17:00,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,RFS-201,37.918778,-122.328278,NA
2019-02-19,17:59,DISORDERLY CONDUCT,LEWD CONDUCT,UCPD,37.869286,-122.258614,"(FA-20-S) REPORTS LEWD CONDUCT, TELEGRAPH/CHANNING. POSSIBLE SUSPECT: ZENG, SAM (MAA-S)"
2019-02-19,20:33,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,515 WEST END WAY,37.88412,-122.304775,NA
2019-02-19,20:49,ALL OTHER OFFENSES,DISTURBING THE PEACE,UPPER SPROUL PLAZA,37.869556,-122.259337,NA
2019-02-19,20:56,LARCENY/THEFT,PETTY THEFT -REPORT,MLK,37.869249,-122.25967,"(FAA-O) REPORTS THEFT OF HER CELL PHONE, MLK."
2019-02-19,21:00,ALL OTHER OFFENSES,DISTURBING THE PEACE,MLK,37.869249,-122.25967,NA
2019-02-19,21:02,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,MLK,37.869249,-122.25967,NA
2019-02-19,21:14,ALL OTHER OFFENSES,DISTURBING THE PEACE,LOWER HEARST PARKING STRUCTURE,37.875231,-122.261365,NA
2019-02-19,21:20,WELFARE CHECK,WELFARE CHECK,BANWAY,37.867904,-122.266867,NA
2019-02-19,21:48,MEDICAL EVENT,INJURY OR ILLNESS,MAXWELL FIELD,37.872324,-122.252564,"(MW-28-S) VICTIM OF INJURY, MAXWELL FIELD. TRANSPORTED TO ABH VIA BFD."
2019-02-19,23:50,SUSPICIOUS EVENT,SUSPICIOUS PERSON,UNDERHILL LOT,37.866947,-122.254817,NA
