Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-01-29,3:39,PEDESTRIAN STOP,SUSPECT STOP,BANWAY,37.867904,-122.266867,NA
2019-01-29,4:52,PEDESTRIAN STOP,SUSPECT STOP,UNDERHILL LOT,37.866947,-122.254817,NA
2019-01-29,8:02,PEDESTRIAN STOP,SUSPECT STOP,MONROE/10TH,37.884388,-122.298287,NA
2019-01-29,8:14,TRAFFIC STOP,TRAFFIC STOP,DURANT W/O ELLSWORTH,37.867229,-122.263207,NA
2019-01-29,8:28,TRAFFIC STOP,TRAFFIC STOP,STANICH GILMAN,37.880843,-122.294049,NA
2019-01-29,9:06,TRAFFIC STOP,TRAFFIC STOP,TANG CENTER,37.867705,-122.264292,NA
2019-01-29,9:58,TRAFFIC STOP,TRAFFIC STOP,SAN PABLO FRANCISCO,37.872832,-122.293205,NA
2019-01-29,10:11,PEDESTRIAN STOP,SUSPECT STOP,MONROE/10TH,37.884388,-122.298287,NA
2019-01-29,12:16,TRAFFIC STOP,TRAFFIC STOP,BANCROFT/DANA,37.868553,-122.261796,NA
2019-01-29,12:45,LARCENY/THEFT,PETTY THEFT -REPORT,UNIT-3,37.867138,-122.260331,"(MA-34-E) REPORTS THE THEFT AND RECOVERY OF HIS WALLET, UNIT-3.  LOSS $106."
2019-01-29,14:16,FORGERY AND COUNTERFEITING,FRAUDULENT USE OF CREDIT CARD,LAWRENCE HALL OF SCIENCE,37.879208,-122.246517,"(MU-48-E) REPORTS FRAUDULENT CHARGES TO HIS TO UC BLUCARD, ONLINE. LOSS $225.94."
2019-01-29,15:50,WELFARE CHECK,CHECK WELFARE- 911 CALL,WURSTER HALL,37.870815,-122.254698,NA
2019-01-29,15:56,TRAFFIC STOP,TRAFFIC STOP,KITTREDGE/FULTON,37.868739,-122.266153,NA
2019-01-29,16:30,WELFARE CHECK,CHECK WELFARE- 911 CALL,LAWRENCE HALL OF SCIENCE,37.879208,-122.246517,NA
2019-01-29,16:35,WELFARE CHECK,CHECK WELFARE- 911 CALL,WURSTER HALL,37.870815,-122.254698,NA
2019-01-29,17:02,WELFARE CHECK,CHECK WELFARE- 911 CALL,2427 DWIGHT WAY,37.865182,-122.259493,NA
2019-01-29,17:27,TRAFFIC STOP,TRAFFIC STOP,CHAN IFO MM,37.867054,-122.257714,NA
2019-01-29,18:11,ALL OTHER OFFENSES,RULE VIOLATION,WHEELER HALL,37.871328,-122.259146,NA
2019-01-29,18:38,SUSPICIOUS EVENT,SUSPICIOUS PERSON,UNIVERSITY VILLAGE ALBANY,37.88548,-122.301123,NA
2019-01-29,18:46,WELFARE CHECK,CHECK WELFARE- 911 CALL,ENERGY BIOSCIENCES INSTITUTE,37.874039,-122.266457,NA
2019-01-29,19:30,LARCENY/THEFT,AUTO BURGLARY -REPORT,MONROE/JACKSON,37.884094,-122.299843,"(MA-53-O) VICTIM OF AUTO BURGLARY VIA WINDOW SMASH TO HIS WHITE TOYOTA PRIUS, 8ABU256, TAKEN: BICYCLE PUMP, VALUE: $30, JACKSON/MONROE. (MA-42-O) VICTIM OF AUTO BURGLARY VIA WINDOW SMASH TO HIS BLACK TOYOTA RAV 4, BIJ7139 (WA), NO TAKE, JACKSON/MONROE."
2019-01-29,20:01,WELFARE CHECK,CHECK WELFARE- 911 CALL,EVANS HALL,37.873688,-122.257853,NA
2019-01-29,20:28,VEHICLE CODE VIOLATOIN,VEHICLE CODE VIOLATOIN,LOWER SPROUL GARAGE,37.868756,-122.26053,NA
2019-01-29,20:33,SUSPICIOUS EVENT,SUSPICIOUS PERSON,DWINELLE HALL,37.870547,-122.260603,NA
2019-01-29,20:46,ALL OTHER OFFENSES,DISTURBING THE PEACE,MLK,37.869249,-122.25967,NA
2019-01-29,21:14,VANDALISM,MALICIOUS MISCHIEF -REPORT,BANWAY,37.867904,-122.266867,"UNK TIME: VANDALISM VIA RED AND BLACK SPRAY PAINT, BANWAY.  FS NOTIFIED"
2019-01-29,21:19,TRAFFIC STOP,TRAFFIC STOP,UNI/SHATTUCK,37.872153,-122.268411,NA
2019-01-29,21:46,TRAFFIC STOP,TRAFFIC STOP,DWIGHT/HILLEGAS,37.865358,-122.256517,NA
2019-01-29,21:58,TRAFFIC STOP,TRAFFIC STOP,CHANNING/TELEGRAPH,37.866916,-122.258786,NA
2019-01-29,22:08,TRAFFIC STOP,TRAFFIC STOP,PARKER/WARRING,37.864285,-122.250337,NA
2019-01-29,22:12,TRAFFIC STOP,TRAFFIC STOP,CHANN/COLLEGE,37.867498,-122.254253,NA
2019-01-29,22:25,PEDESTRIAN STOP,SUSPECT STOP,PEOPLES PARK,37.86582,-122.257058,NA
2019-01-29,22:59,TRAFFIC STOP,TRAFFIC STOP,BANCROFT/DANA,37.868553,-122.261796,NA
2019-01-29,23:04,TRAFFIC STOP,TRAFFIC STOP,SHATTUCK/ALLSTON,37.869416,-122.267875,NA
2019-01-29,23:07,WELFARE CHECK,CHECK WELFARE- 911 CALL,2520 CHANNING WAY,37.866781,-122.257606,NA
2019-01-29,23:16,TRAFFIC STOP,TRAFFIC STOP,DURANT/COLLEGE,37.86834,-122.254451,NA
2019-01-29,23:20,TRAFFIC STOP,TRAFFIC STOP,DURANT/COLLEGE,37.86834,-122.254451,NA
2019-01-29,23:27,SUSPICIOUS EVENT,SUSPICIOUS VEHICLE,BANWAY,37.867904,-122.266867,NA
2019-01-29,23:43,TRAFFIC STOP,TRAFFIC STOP,DURANT/TELEGRAPH,37.867806,-122.258712,NA
