Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-02-25,1:50,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,UNIT-1,37.868137,-122.254963,NA
2019-02-25,2:23,ALL OTHER OFFENSES,RULE VIOLATION,UPPER HEARST STRUCTURE,37.875733,-122.257161,NA
2019-02-25,2:26,PEDESTRIAN STOP,PEDESTRIAN STOP,EUCALYPTUS GROVE,37.871515,-122.263986,NA
2019-02-25,2:38,PEDESTRIAN STOP,PEDESTRIAN STOP,GRINNELL PATH,37.870817,-122.264364,NA
2019-02-25,7:26,SUSPICIOUS EVENT,SUSPICIOUS PERSON,AQUATIC CENTER,37.867879,-122.265141,NA
2019-02-25,8:00,PEDESTRIAN STOP,SUSPECT STOP,DWIGHT/ELLSWORTH,37.864554,-122.263006,NA
2019-02-25,8:19,MOTOR VEHICLE THEFT,VEHICLE THEFT -REPORT,CHILTON ALLEY,37.863749,-122.259547,"WHITE 2015 HONDA MOTORCYCLE LIC 22V0891 RECOVERED STOLEN VEHICLE OUT OF BERKELEY PD, CHILTON ALLEY, M&A TOW"
2019-02-25,8:25,DISORDERLY CONDUCT,LODGING,LEWIS HALL,37.873114,-122.255159,NA
2019-02-25,8:27,FORGERY AND COUNTERFEITING,FRAUDULENT USE OF CREDIT CARD,SHARED SERVICES,37.87323,-122.302232,"(FX-56-E) REPORTS THE FRAUDULENT USE OF UC BLU CARD, CAMPUS SHARED SERVICES"
2019-02-25,9:00,VANDALISM,MALICIOUS MISCHIEF -REPORT,LIFE SCIENCE ADDITION,37.871598,-122.26321,"(FWA-E) REPORTS GRAFFITI TO LSA SOUTHSIDE ELEVATOR DOOR, SUSPECTS ARE 3 HIGH SCHOOL AGE MALES, LIFE SCIENCE ADDITION"
2019-02-25,9:23,DISORDERLY CONDUCT,LODGING,UNIVERSITY VILLAGE ALBANY,37.88548,-122.301123,"REPORT OF TRESPASSING SUSPECT (MH-66-O), UVA BASEBALL DUGOUT"
2019-02-25,10:08,PEDESTRIAN STOP,SUSPECT STOP,STRUCTURE C,37.866273,-122.262164,"(MW-39-0) LOCATED MISSING PERSON OUT OF DEL NORTE COUNTY SO, STRUCTURE C"
2019-02-25,12:41,HEALTH AND SAFETY CODE VIOLATOIN,HEALTH AND SAFETY CODE,STRUCTURE C,37.866273,-122.262164,NA
2019-02-25,12:53,DISORDERLY CONDUCT,LODGING,I HOUSE,37.86958,-122.251803,NA
2019-02-25,14:40,ALL OTHER OFFENSES,FALSE INFO TO POLICE OFFICER,UNDERHILL LOT,37.866947,-122.254817,"(FW-41-O) WARRANT TO BE SOUGHT FOR GIVING FALSE INFO TO A POLICE OFFICER, PROBATION VIOLATION, AND VIOLATION OF A COURT ORDER, UNDERHILL LOT."
2019-02-25,14:51,ALL OTHER OFFENSES,EXCLUSION FROM CAMPUS,MLK,37.869249,-122.25967,"(MW-27-O) EXCLUDED FROM CAMPUS FOR 7 DAYS, MLK."
2019-02-25,15:35,WELFARE CHECK,CHECK WELFARE- 911 CALL,MOFFITT LIBRARY,37.872794,-122.260716,NA
2019-02-25,17:53,LARCENY/THEFT,GRAND THEFT -REPORT,ETCHEVERRY HALL,37.875412,-122.259216,"(MW-A-E) REPORTS GRAND THEFT VIA FRAUD, ETCHEVERRY HALL. LOSS $3750."
2019-02-25,18:22,PENAL CODE VIOLATION,PENAL CODE VIOLATION,LOWER SPROUL PLAZA,37.86918,-122.260222,TION
2019-02-25,20:21,TRAFFIC STOP,TRAFFIC STOP,ESHLEMAN HALL,37.868757,-122.260388,NA
2019-02-25,21:38,TRAFFIC STOP,TRAFFIC STOP,LOWER HEARST PARKING STRUCTURE,37.875231,-122.261365,NA
2019-02-25,21:46,VEHICLE CODE VIOLATION,VEHICLE CODE VIOLATION,425 LIBERTYSHIP WAY,37.884029,-122.304478,NA
2019-02-25,22:14,SUSPICIOUS EVENT,SUSPICIOUS VEHICLE,STRUCTURE C,37.866273,-122.262164,NA
