Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-03-24,0:30,SUSPICIOUS EVENT,SUSPICIOUS VEHICLE,OHLONE/WEST END,37.884621,-122.305329,NA
2019-03-24,2:16,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,1110 JACKSON ST,37.883677,-122.300224,NA
2019-03-24,9:30,TRAFFIC STOP,TRAFFIC STOP,BLAKE/TELEGRAPH,37.864171,-122.258607,NA
2019-03-24,11:40,TRAFFIC STOP,TRAFFIC STOP,LECONTE/LA LOMA,37.877364,-122.257181,NA
2019-03-24,12:05,TRAFFIC STOP,TRAFFIC STOP,DURANT/ELLSWORTH,37.867229,-122.263207,NA
2019-03-24,12:12,TRAFFIC STOP,TRAFFIC STOP,DURANT/FULTON,37.866942,-122.265828,NA
2019-03-24,12:17,DISORDERLY CONDUCT,LODGING,SMYTH-FERNWALD,37.867492,-122.247121,NA
2019-03-24,14:46,WELFARE CHECK,WELFARE CHECK,EAST ASIAN LIBRARY,37.873652,-122.259727,NA
2019-03-24,15:33,ALL OTHER OFFENSES,"TRESPASS-CULTIVATED, FENCED, POSTED LAND",TOLMAN HALL,37.874115,-122.263889,NA
2019-03-24,15:48,ALL OTHER OFFENSES,RULE VIOLATION,WURSTER HALL,37.870815,-122.254698,NA
2019-03-24,16:07,PEDESTRIAN STOP,PEDESTRIAN STOP,GIANNINI HALL,37.873543,-122.262298,NA
2019-03-24,16:38,VEHICLE CODE VIOLATION,VEHICLE CODE VIOLATION,COFFER DAM,37.872469,-122.241783,NA
2019-03-24,21:12,ALL OTHER OFFENSES,TRESPASS - FAIL TO LEAVE,MEMORIAL STADIUM,37.871133,-122.25069,NA
2019-03-24,22:07,SUSPICIOUS EVENT,SUSPICIOUS VEHICLE,STANLEY HALL,37.873858,-122.256436,NA
2019-03-24,22:16,PEDESTRIAN STOP,SUSPECT STOP,HAAS BUSINESS SCHOOL,37.871571,-122.253767,NA
2019-03-24,23:08,ALL OTHER OFFENSES,DISTURBING PEACE-ENTERTAINMENT,LHS VISTA LOT,37.880749,-122.247597,NA
