Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-03-14,0:26,ALL OTHER OFFENSES,DISTURBING PEACE-ENTERTAINMENT,LHS VISTA LOT,37.880749,-122.247597,NA
2019-03-14,1:04,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,ASUC GARAGE,37.86946,-122.259685,NA
2019-03-14,1:27,PEDESTRIAN STOP,SUSPECT STOP,ASUC GARAGE,37.86946,-122.259685,NA
2019-03-14,8:27,PEDESTRIAN STOP,SUSPECT STOP,PEOPLES PARK,37.86582,-122.257058,NA
2019-03-14,8:56,TRAFFIC STOP,TRAFFIC STOP,BLACKBERRY CANYON GATE,37.875271,-122.253055,NA
2019-03-14,9:08,PEDESTRIAN STOP,SUSPECT STOP,BANCROFT/FULTON,37.867845,-122.26588,NA
2019-03-14,9:18,ALL OTHER OFFENSES,RULE VIOLATION,HEARST FIELD ANNEX,37.869482,-122.258157,NA
2019-03-14,9:33,TRAFFIC STOP,TRAFFIC STOP,HASTE/COLLEGE,37.86676,-122.254162,NA
2019-03-14,9:39,TRAFFIC STOP,TRAFFIC STOP,DWIGHT/BENVENUE,37.865551,-122.255159,NA
2019-03-14,11:33,TRAFFIC STOP,TRAFFIC STOP,DURANT W TELEGRAPH,37.867806,-122.258712,NA
2019-03-14,11:34,WELFARE CHECK,CHECK WELFARE- 911 CALL,UNIT-3 SPENS/BLACK,37.867506,-122.259992,NA
2019-03-14,12:13,PEDESTRIAN STOP,SUSPECT STOP,10TH/MONROE,37.884388,-122.298287,NA
2019-03-14,12:57,ALL OTHER OFFENSES,RULE VIOLATION,LOWER SPROUL PLAZA,37.86918,-122.260222,NA
2019-03-14,14:21,WELFARE CHECK,CHECK WELFARE- 911 CALL,UNIT-3 NORTON,37.867388,-122.260876,NA
2019-03-14,14:30,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE -REPORT,HERTZ HALL,37.871083,-122.255698,NA
2019-03-14,14:58,TRAFFIC STOP,TRAFFIC STOP,BANCROFT/FULTON,37.867845,-122.26588,NA
2019-03-14,15:33,TRAFFIC STOP,TRAFFIC STOP,CYCLOTRON W/O GATE,37.875226,-122.253008,NA
2019-03-14,15:54,SUSPICIOUS EVENT,SUSPICIOUS PERSON -REPORT,600 RED OAK AVE,37.883083,-122.301807,NA
2019-03-14,16:18,ALL OTHER OFFENSES,TAMPER WITH FIRE ALARM,MOFFITT LIBRARY,37.872794,-122.260716,"MALICIOUS PULL OF FIRE ALARM, 5TH FLOOR MOFFITT LIBRARY. BFD RESPONDED."
2019-03-14,18:46,ALL OTHER OFFENSES,DISTURBING THE PEACE,WEST CRESCENT,37.871785,-122.265027,"(MB-46-O) CONTACTED FOR DISTURBING THE PEACE, WEST CRESCENT. KNIFE AND CROWBAR CONFISCATED FOR DESTRUCTION."
2019-03-14,21:15,ALL OTHER OFFENSES,DISTURBING THE PEACE,MLK,37.869249,-122.25967,NA
2019-03-14,22:42,WELFARE CHECK,WELFARE CHECK,UNIT-1 CHENEY,37.868062,-122.255604,NA
