Date,Time,Category,Incident Description,Location,Latitude,Longitude,Synopsis
2019-03-17,0:05,ALL OTHER OFFENSES,DISTURBING PEACE-ENTERTAINMENT,LHS VISTA LOT,37.880749,-122.247597,NA
2019-03-17,0:37,ALL OTHER OFFENSES,TRESPASS - REAL PROP OR STRUCTURE W/OUT OWNER CONSENT,LAWRENCE BERKELEY NATIONAL LAB,37.876048,-122.250025,NA
2019-03-17,1:39,SUSPICIOUS EVENT,SUSPICIOUS PERSON,DWINELLEANNEX,37.870341,-122.261206,NA
2019-03-17,6:38,ALL OTHER OFFENSES,DRIVING ON SUSPENDED LICENSE,TOUCHLESS,37.868308,-122.266292,"PARKER, ANTIONE (MB-28-O) CITED FOR DRIVING ON A SUSPENDED LICENSE AND RED 2010 CHEVROLET CAMARO, NV: MANAY, TOWED FOR DRIVING WITHOUT A LICENSE AND EXPIRED REGISTRATION OVER 6 MONTHS, TOUCHLESS. TO M&A TOW."
2019-03-17,8:09,LARCENY/THEFT,PETTY THEFT -REPORT,SIGNPOST-13,37.88283,-122.237732,"(MB-30-O) REPORTS THE THEFT OF HIS LICENSE PLATES, SIGNPOST-13."
2019-03-17,9:46,DISORDERLY CONDUCT,LODGING,WHEELER HALL,37.871328,-122.259146,NA
2019-03-17,11:00,VANDALISM,TAMPERING WITH VEHICLE-REPORT,HAAS PAVILION,37.869557,-122.262235,"(MW-45-E) REPORTS TAMPERING OF A GOLF CART, HAAS PAVILION. SUSPECT: MW 20S GRUNGY SHAVED HEAD POSS SHORT SLEEVELESS SHIRT PURPLE PANTS BRIGHT BLUE NIKE HIGHTOPS"
2019-03-17,14:24,LARCENY/THEFT,PETTY THEFT -REPORT,MEMORIAL STADIUM,37.871133,-122.25069,"(MXA-E) REPORTS THE THEFT OF TWO GIFT CARDS, MEMORIAL STADIUM RM-111. LOSS $150."
2019-03-17,15:11,SUSPICIOUS EVENT,SUSPICIOUS CIRCUMSTANCE,MLK,37.869249,-122.25967,NA
2019-03-17,15:16,WELFARE CHECK,CHECK WELFARE- 911 CALL,2536 CHANNING WAY/ANNA HEAD,37.866336,-122.257558,NA
2019-03-17,21:21,OTHER ASSAULTS,BATTERY,UNDERHILL LOT,37.866947,-122.254817,NA
2019-03-17,22:20,ALL OTHER OFFENSES,EXCLUSION FROM CAMPUS,I HOUSE,37.86958,-122.251803,"(MW-37-O) ISSUED A 7 DAY STAY AWAY FROM ALL UC PROPERTY, IHOUSE."
